ac_no,ac_name,district,state,region,reserved_for,candidate_name,party,alliance,is_incumbent,education,profession,age,gender,assets,liabilities,criminal_cases,literacy,community,eci_approved,party_approved,nomination_status,nomination_date,affidavit_url,eci_candidate_id,contact,website,x_handle,source,predicted_winner
165,Constituency #165,Sivaganga,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣8.4 Cr,,1,85.09523333248505,,False,False,,,,,,,,curated,NDA
166,Constituency #166,Karur,Tamil Nadu,CENTRAL,GEN,SPA Nominee,VCK,SPA,True,12th Pass,,,,Γé╣17.8 Cr,,0,88.32205188234816,,False,False,,,,,,,,curated,NDA
166,Constituency #166,Karur,Tamil Nadu,CENTRAL,GEN,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣1.6 Cr,,0,93.56969461328555,,False,False,,,,,,,,curated,NDA
166,Constituency #166,Karur,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣21.7 Cr,,0,91.35083294881846,,False,False,,,,,,,,curated,NDA
166,Constituency #166,Karur,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣5.7 Cr,,2,91.10453753256802,,False,False,,,,,,,,curated,NDA
167,Constituency #167,Thiruvarur,Tamil Nadu,CENTRAL,GEN,SPA Nominee,VCK,SPA,False,12th Pass,,,,Γé╣47.8 Cr,,2,86.3272884371067,,False,False,,,,,,,,curated,NDA
167,Constituency #167,Thiruvarur,Tamil Nadu,CENTRAL,GEN,NDA Nominee,PMK,NDA,True,12th Pass,,,,Γé╣23.8 Cr,,2,94.54179325223164,,False,False,,,,,,,,curated,NDA
167,Constituency #167,Thiruvarur,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣18.3 Cr,,0,88.81862458506913,,False,False,,,,,,,,curated,NDA
167,Constituency #167,Thiruvarur,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣26.5 Cr,,1,94.15791295481166,,False,False,,,,,,,,curated,NDA
168,Constituency #168,Mayiladuthurai,Tamil Nadu,CENTRAL,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣18.2 Cr,,0,92.56690219964139,,False,False,,,,,,,,curated,SPA
168,Constituency #168,Mayiladuthurai,Tamil Nadu,CENTRAL,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣18.0 Cr,,1,89.94042238833597,,False,False,,,,,,,,curated,SPA
168,Constituency #168,Mayiladuthurai,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣34.2 Cr,,0,92.92326504165469,,False,False,,,,,,,,curated,SPA
168,Constituency #168,Mayiladuthurai,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣30.9 Cr,,1,93.04338950468559,,False,False,,,,,,,,curated,SPA
169,Constituency #169,The Nilgiris,Tamil Nadu,WEST,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣25.7 Cr,,0,88.54669226843876,,False,False,,,,,,,,curated,NDA
169,Constituency #169,The Nilgiris,Tamil Nadu,WEST,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣24.9 Cr,,0,94.7932037310785,,False,False,,,,,,,,curated,NDA
169,Constituency #169,The Nilgiris,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣2.2 Cr,,2,86.7463646618789,,False,False,,,,,,,,curated,NDA
169,Constituency #169,The Nilgiris,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣49.9 Cr,,1,87.17752133232162,,False,False,,,,,,,,curated,NDA
170,Constituency #170,Tirupur,Tamil Nadu,WEST,GEN,SPA Nominee,DMK,SPA,False,12th Pass,,,,Γé╣18.0 Cr,,0,89.59784887045436,,False,False,,,,,,,,curated,NDA
170,Constituency #170,Tirupur,Tamil Nadu,WEST,GEN,NDA Nominee,BJP,NDA,True,12th Pass,,,,Γé╣44.2 Cr,,1,89.01778007650569,,False,False,,,,,,,,curated,NDA
170,Constituency #170,Tirupur,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣48.7 Cr,,1,93.37918722506211,,False,False,,,,,,,,curated,NDA
170,Constituency #170,Tirupur,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣9.3 Cr,,2,89.19691277151908,,False,False,,,,,,,,curated,NDA
171,Constituency #171,Namakkal,Tamil Nadu,WEST,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣24.7 Cr,,0,88.98192306116232,,False,False,,,,,,,,curated,SPA
171,Constituency #171,Namakkal,Tamil Nadu,WEST,GEN,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣43.7 Cr,,2,91.0078901595503,,False,False,,,,,,,,curated,SPA
171,Constituency #171,Namakkal,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣22.6 Cr,,0,90.8367353644178,,False,False,,,,,,,,curated,SPA
171,Constituency #171,Namakkal,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣10.7 Cr,,1,86.92050278657214,,False,False,,,,,,,,curated,SPA
172,Constituency #172,Tiruvannamalai,Tamil Nadu,NORTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣37.9 Cr,,2,93.1075604726933,,False,False,,,,,,,,curated,SPA
172,Constituency #172,Tiruvannamalai,Tamil Nadu,NORTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣6.5 Cr,,1,90.83448164333647,,False,False,,,,,,,,curated,SPA
172,Constituency #172,Tiruvannamalai,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣37.1 Cr,,2,93.57476449979733,,False,False,,,,,,,,curated,SPA
172,Constituency #172,Tiruvannamalai,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣3.7 Cr,,1,89.78984574219074,,False,False,,,,,,,,curated,SPA
173,Constituency #173,Erode,Tamil Nadu,WEST,SC,SPA Nominee,DMK,SPA,False,12th Pass,,,,Γé╣4.8 Cr,,2,90.12687953736072,,False,False,,,,,,,,curated,NDA
173,Constituency #173,Erode,Tamil Nadu,WEST,SC,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣9.2 Cr,,2,88.6103090789772,,False,False,,,,,,,,curated,NDA
173,Constituency #173,Erode,Tamil Nadu,WEST,SC,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣22.8 Cr,,1,85.19770030124242,,False,False,,,,,,,,curated,NDA
173,Constituency #173,Erode,Tamil Nadu,WEST,SC,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣12.5 Cr,,1,90.4888770186244,,False,False,,,,,,,,curated,NDA
174,Constituency #174,Tirupattur,Tamil Nadu,NORTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣48.4 Cr,,0,87.4882387923601,,False,False,,,,,,,,curated,SPA
174,Constituency #174,Tirupattur,Tamil Nadu,NORTH,GEN,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣27.0 Cr,,1,88.53151592207041,,False,False,,,,,,,,curated,SPA
174,Constituency #174,Tirupattur,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣10.1 Cr,,1,91.08211739068832,,False,False,,,,,,,,curated,SPA
174,Constituency #174,Tirupattur,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣17.7 Cr,,1,93.42516081625917,,False,False,,,,,,,,curated,SPA
175,Constituency #175,Tiruvallur,Tamil Nadu,NORTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣35.3 Cr,,2,91.15713695151767,,False,False,,,,,,,,curated,SPA
175,Constituency #175,Tiruvallur,Tamil Nadu,NORTH,GEN,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣5.9 Cr,,0,86.44533095214089,,False,False,,,,,,,,curated,SPA
175,Constituency #175,Tiruvallur,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣13.1 Cr,,1,91.20018483715052,,False,False,,,,,,,,curated,SPA
175,Constituency #175,Tiruvallur,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣14.8 Cr,,1,93.6819325696112,,False,False,,,,,,,,curated,SPA
176,Constituency #176,Chengalpattu,Tamil Nadu,NORTH,SC,SPA Nominee,INC,SPA,False,12th Pass,,,,Γé╣21.5 Cr,,0,93.89597379910778,,False,False,,,,,,,,curated,NDA
176,Constituency #176,Chengalpattu,Tamil Nadu,NORTH,SC,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣6.9 Cr,,1,85.32365714442429,,False,False,,,,,,,,curated,NDA
176,Constituency #176,Chengalpattu,Tamil Nadu,NORTH,SC,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣17.6 Cr,,2,88.5521778342993,,False,False,,,,,,,,curated,NDA
176,Constituency #176,Chengalpattu,Tamil Nadu,NORTH,SC,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣35.5 Cr,,0,89.65801944852718,,False,False,,,,,,,,curated,NDA
177,Constituency #177,Thoothukudi,Tamil Nadu,SOUTH,GEN,SPA Nominee,INC,SPA,True,12th Pass,,,,Γé╣28.6 Cr,,2,94.90549897444667,,False,False,,,,,,,,curated,SPA
177,Constituency #177,Thoothukudi,Tamil Nadu,SOUTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣41.7 Cr,,0,93.28859950973303,,False,False,,,,,,,,curated,SPA
177,Constituency #177,Thoothukudi,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣9.4 Cr,,2,87.76280488294339,,False,False,,,,,,,,curated,SPA
177,Constituency #177,Thoothukudi,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣49.9 Cr,,1,91.54786134737495,,False,False,,,,,,,,curated,SPA
178,Constituency #178,Sivaganga,Tamil Nadu,SOUTH,GEN,SPA Nominee,INC,SPA,False,12th Pass,,,,Γé╣50.3 Cr,,2,86.95046558990978,,False,False,,,,,,,,curated,NDA
178,Constituency #178,Sivaganga,Tamil Nadu,SOUTH,GEN,NDA Nominee,BJP,NDA,True,12th Pass,,,,Γé╣10.4 Cr,,1,89.96652235876748,,False,False,,,,,,,,curated,NDA
178,Constituency #178,Sivaganga,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣20.1 Cr,,2,89.664517501932,,False,False,,,,,,,,curated,NDA
178,Constituency #178,Sivaganga,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣50.5 Cr,,0,89.95867346016631,,False,False,,,,,,,,curated,NDA
179,Constituency #179,Virudhunagar,Tamil Nadu,SOUTH,SC,SPA Nominee,VCK,SPA,True,12th Pass,,,,Γé╣7.1 Cr,,2,88.84788593415473,,False,False,,,,,,,,curated,SPA
179,Constituency #179,Virudhunagar,Tamil Nadu,SOUTH,SC,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣26.4 Cr,,2,92.46398431390526,,False,False,,,,,,,,curated,SPA
179,Constituency #179,Virudhunagar,Tamil Nadu,SOUTH,SC,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣43.8 Cr,,1,87.82997974571427,,False,False,,,,,,,,curated,SPA
179,Constituency #179,Virudhunagar,Tamil Nadu,SOUTH,SC,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣27.8 Cr,,1,86.71793239249308,,False,False,,,,,,,,curated,SPA
180,Constituency #180,Madurai,Tamil Nadu,SOUTH,GEN,SPA Nominee,VCK,SPA,True,12th Pass,,,,Γé╣10.0 Cr,,0,87.54800727896104,,False,False,,,,,,,,curated,SPA
180,Constituency #180,Madurai,Tamil Nadu,SOUTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣41.6 Cr,,1,94.98518382322378,,False,False,,,,,,,,curated,SPA
180,Constituency #180,Madurai,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣11.9 Cr,,2,89.15748307220021,,False,False,,,,,,,,curated,SPA
180,Constituency #180,Madurai,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣21.9 Cr,,0,86.04033051413298,,False,False,,,,,,,,curated,SPA
181,Constituency #181,Theni,Tamil Nadu,SOUTH,GEN,SPA Nominee,DMK,SPA,False,12th Pass,,,,Γé╣34.7 Cr,,1,88.51286359625601,,False,False,,,,,,,,curated,NDA
181,Constituency #181,Theni,Tamil Nadu,SOUTH,GEN,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣19.5 Cr,,2,94.13204959570845,,False,False,,,,,,,,curated,NDA
181,Constituency #181,Theni,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣25.6 Cr,,2,87.5537990212293,,False,False,,,,,,,,curated,NDA
181,Constituency #181,Theni,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣14.2 Cr,,1,93.06568730606745,,False,False,,,,,,,,curated,NDA
182,Constituency #182,Perambalur,Tamil Nadu,CENTRAL,SC,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣25.6 Cr,,1,89.09336386605878,,False,False,,,,,,,,curated,SPA
182,Constituency #182,Perambalur,Tamil Nadu,CENTRAL,SC,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣26.6 Cr,,1,92.55684935223643,,False,False,,,,,,,,curated,SPA
182,Constituency #182,Perambalur,Tamil Nadu,CENTRAL,SC,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣32.7 Cr,,1,88.14574303840699,,False,False,,,,,,,,curated,SPA
182,Constituency #182,Perambalur,Tamil Nadu,CENTRAL,SC,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣36.6 Cr,,1,86.87870849460761,,False,False,,,,,,,,curated,SPA
183,Constituency #183,Thanjavur,Tamil Nadu,CENTRAL,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣15.0 Cr,,0,88.72330307975099,,False,False,,,,,,,,curated,SPA
183,Constituency #183,Thanjavur,Tamil Nadu,CENTRAL,GEN,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣23.0 Cr,,2,90.74707039771023,,False,False,,,,,,,,curated,SPA
183,Constituency #183,Thanjavur,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣5.0 Cr,,1,94.21588484018928,,False,False,,,,,,,,curated,SPA
183,Constituency #183,Thanjavur,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣8.8 Cr,,1,86.43819019020933,,False,False,,,,,,,,curated,SPA
184,Constituency #184,Nagapattinam,Tamil Nadu,CENTRAL,GEN,SPA Nominee,DMK,SPA,False,12th Pass,,,,Γé╣8.5 Cr,,2,87.2700321651435,,False,False,,,,,,,,curated,NDA
184,Constituency #184,Nagapattinam,Tamil Nadu,CENTRAL,GEN,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣50.2 Cr,,2,91.65087662860743,,False,False,,,,,,,,curated,NDA
184,Constituency #184,Nagapattinam,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣44.2 Cr,,0,94.12136578242412,,False,False,,,,,,,,curated,NDA
184,Constituency #184,Nagapattinam,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣48.3 Cr,,1,91.77651424889112,,False,False,,,,,,,,curated,NDA
185,Constituency #185,Dharmapuri,Tamil Nadu,WEST,SC,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣35.4 Cr,,2,88.86797001566528,,False,False,,,,,,,,curated,SPA
185,Constituency #185,Dharmapuri,Tamil Nadu,WEST,SC,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣2.9 Cr,,0,88.06218785452899,,False,False,,,,,,,,curated,SPA
185,Constituency #185,Dharmapuri,Tamil Nadu,WEST,SC,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣17.3 Cr,,1,92.90829920876914,,False,False,,,,,,,,curated,SPA
185,Constituency #185,Dharmapuri,Tamil Nadu,WEST,SC,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣23.1 Cr,,2,85.34947098370785,,False,False,,,,,,,,curated,SPA
186,Constituency #186,Tiruchirappalli,Tamil Nadu,CENTRAL,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣12.4 Cr,,1,87.26009448826068,,False,False,,,,,,,,curated,SPA
186,Constituency #186,Tiruchirappalli,Tamil Nadu,CENTRAL,GEN,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣46.0 Cr,,0,91.50257281443271,,False,False,,,,,,,,curated,SPA
186,Constituency #186,Tiruchirappalli,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣12.2 Cr,,1,89.7883174360378,,False,False,,,,,,,,curated,SPA
186,Constituency #186,Tiruchirappalli,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣3.3 Cr,,2,90.08855747770012,,False,False,,,,,,,,curated,SPA
187,Constituency #187,Salem,Tamil Nadu,WEST,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣23.2 Cr,,2,85.05145983848917,,False,False,,,,,,,,curated,SPA
187,Constituency #187,Salem,Tamil Nadu,WEST,GEN,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣31.0 Cr,,1,88.5248871249293,,False,False,,,,,,,,curated,SPA
187,Constituency #187,Salem,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣39.7 Cr,,0,86.29354426414933,,False,False,,,,,,,,curated,SPA
187,Constituency #187,Salem,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣8.8 Cr,,1,93.97963685220353,,False,False,,,,,,,,curated,SPA
188,Constituency #188,Kallakurichi,Tamil Nadu,NORTH,SC,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣31.3 Cr,,2,85.21517549580423,,False,False,,,,,,,,curated,SPA
188,Constituency #188,Kallakurichi,Tamil Nadu,NORTH,SC,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣47.1 Cr,,1,91.82210937942008,,False,False,,,,,,,,curated,SPA
188,Constituency #188,Kallakurichi,Tamil Nadu,NORTH,SC,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣7.5 Cr,,2,86.85021486987705,,False,False,,,,,,,,curated,SPA
188,Constituency #188,Kallakurichi,Tamil Nadu,NORTH,SC,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣31.8 Cr,,2,89.00295051933148,,False,False,,,,,,,,curated,SPA
189,Constituency #189,Coimbatore,Tamil Nadu,WEST,GEN,SPA Nominee,INC,SPA,False,12th Pass,,,,Γé╣38.5 Cr,,1,94.84854833541738,,False,False,,,,,,,,curated,NDA
189,Constituency #189,Coimbatore,Tamil Nadu,WEST,GEN,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣3.5 Cr,,0,93.61276688950836,,False,False,,,,,,,,curated,NDA
189,Constituency #189,Coimbatore,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣17.2 Cr,,2,88.83083167677731,,False,False,,,,,,,,curated,NDA
189,Constituency #189,Coimbatore,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣6.1 Cr,,0,89.15506616826761,,False,False,,,,,,,,curated,NDA
190,Constituency #190,Ranipet,Tamil Nadu,NORTH,GEN,SPA Nominee,INC,SPA,True,12th Pass,,,,Γé╣34.8 Cr,,0,85.26422946346571,,False,False,,,,,,,,curated,SPA
190,Constituency #190,Ranipet,Tamil Nadu,NORTH,GEN,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣21.0 Cr,,2,87.25754222185216,,False,False,,,,,,,,curated,SPA
190,Constituency #190,Ranipet,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣24.5 Cr,,0,90.0616883696397,,False,False,,,,,,,,curated,SPA
190,Constituency #190,Ranipet,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣12.5 Cr,,1,88.0533360461459,,False,False,,,,,,,,curated,SPA
191,Constituency #191,Chennai,Tamil Nadu,CHENNAI,SC,SPA Nominee,INC,SPA,True,12th Pass,,,,Γé╣47.3 Cr,,2,91.25366758322274,,False,False,,,,,,,,curated,SPA
191,Constituency #191,Chennai,Tamil Nadu,CHENNAI,SC,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣6.2 Cr,,2,93.39053777616817,,False,False,,,,,,,,curated,SPA
191,Constituency #191,Chennai,Tamil Nadu,CHENNAI,SC,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣15.0 Cr,,2,91.00946679523042,,False,False,,,,,,,,curated,SPA
191,Constituency #191,Chennai,Tamil Nadu,CHENNAI,SC,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣40.8 Cr,,0,89.84480445707658,,False,False,,,,,,,,curated,SPA
192,Constituency #192,Kancheepuram,Tamil Nadu,NORTH,GEN,SPA Nominee,VCK,SPA,False,12th Pass,,,,Γé╣40.5 Cr,,1,92.92778444321442,,False,False,,,,,,,,curated,NDA
192,Constituency #192,Kancheepuram,Tamil Nadu,NORTH,GEN,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣1.6 Cr,,0,88.97115988981123,,False,False,,,,,,,,curated,NDA
192,Constituency #192,Kancheepuram,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣24.7 Cr,,0,86.52646673631882,,False,False,,,,,,,,curated,NDA
192,Constituency #192,Kancheepuram,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣40.3 Cr,,0,85.86298681657765,,False,False,,,,,,,,curated,NDA
193,Constituency #193,Tenkasi,Tamil Nadu,SOUTH,GEN,SPA Nominee,VCK,SPA,True,12th Pass,,,,Γé╣27.4 Cr,,1,88.31726961002389,,False,False,,,,,,,,curated,SPA
193,Constituency #193,Tenkasi,Tamil Nadu,SOUTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣14.1 Cr,,2,89.47995638613267,,False,False,,,,,,,,curated,SPA
193,Constituency #193,Tenkasi,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣12.5 Cr,,0,90.75380387913158,,False,False,,,,,,,,curated,SPA
193,Constituency #193,Tenkasi,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣12.4 Cr,,1,92.48469701207047,,False,False,,,,,,,,curated,SPA
194,Constituency #194,Kanyakumari,Tamil Nadu,SOUTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣30.2 Cr,,2,87.67183587998903,,False,False,,,,,,,,curated,NDA
194,Constituency #194,Kanyakumari,Tamil Nadu,SOUTH,GEN,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣44.6 Cr,,2,85.63402910672893,,False,False,,,,,,,,curated,NDA
194,Constituency #194,Kanyakumari,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣48.0 Cr,,1,85.14662904430057,,False,False,,,,,,,,curated,NDA
194,Constituency #194,Kanyakumari,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣27.1 Cr,,0,93.38843038023505,,False,False,,,,,,,,curated,NDA
195,Constituency #195,Ramanathapuram,Tamil Nadu,SOUTH,GEN,SPA Nominee,DMK,SPA,False,12th Pass,,,,Γé╣48.1 Cr,,1,86.45623124058415,,False,False,,,,,,,,curated,NDA
195,Constituency #195,Ramanathapuram,Tamil Nadu,SOUTH,GEN,NDA Nominee,PMK,NDA,True,12th Pass,,,,Γé╣28.0 Cr,,2,85.5867772009135,,False,False,,,,,,,,curated,NDA
195,Constituency #195,Ramanathapuram,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣44.6 Cr,,0,92.92891390841622,,False,False,,,,,,,,curated,NDA
195,Constituency #195,Ramanathapuram,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣45.9 Cr,,0,90.66005755900748,,False,False,,,,,,,,curated,NDA
196,Constituency #196,Pudukkottai,Tamil Nadu,CENTRAL,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣22.9 Cr,,2,89.37187190160253,,False,False,,,,,,,,curated,NDA
196,Constituency #196,Pudukkottai,Tamil Nadu,CENTRAL,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣17.9 Cr,,2,89.8489259336668,,False,False,,,,,,,,curated,NDA
196,Constituency #196,Pudukkottai,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣7.3 Cr,,2,91.85418423106532,,False,False,,,,,,,,curated,NDA
196,Constituency #196,Pudukkottai,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣34.3 Cr,,0,87.09639636724717,,False,False,,,,,,,,curated,NDA
197,Constituency #197,Dindigul,Tamil Nadu,SOUTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣21.9 Cr,,1,85.78859583147846,,False,False,,,,,,,,curated,NDA
197,Constituency #197,Dindigul,Tamil Nadu,SOUTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣40.7 Cr,,1,86.21058067945532,,False,False,,,,,,,,curated,NDA
197,Constituency #197,Dindigul,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣32.7 Cr,,0,90.36247029457937,,False,False,,,,,,,,curated,NDA
197,Constituency #197,Dindigul,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣4.3 Cr,,0,90.6337424374649,,False,False,,,,,,,,curated,NDA
198,Constituency #198,Ariyalur,Tamil Nadu,CENTRAL,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣36.0 Cr,,2,93.72873026328409,,False,False,,,,,,,,curated,SPA
198,Constituency #198,Ariyalur,Tamil Nadu,CENTRAL,GEN,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣22.5 Cr,,0,87.8247506207579,,False,False,,,,,,,,curated,SPA
198,Constituency #198,Ariyalur,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣42.0 Cr,,2,93.1413504264887,,False,False,,,,,,,,curated,SPA
